 process id | arrival time | service time
 120        | 64.7937011719 | 0.9759461284
 121        | 64.7964553833 | 0.5428467989
 122        | 65.7175598145 | 1.4225082397
 123        | 66.4215774536 | 1.2695211172
 124        | 67.0349273682 | 1.0045179129
 125        | 67.4705200195 | 0.3101233542
 126        | 68.2079849243 | 0.1019461602
 127        | 68.7326583862 | 0.5874804258
 128        | 68.8162307739 | 1.9339889288
 129        | 68.9245223999 | 1.3319828510
 130        | 69.2509689331 | 0.4004803896
 131        | 70.1799697876 | 0.7671538591
 132        | 70.7179870605 | 0.9165726304
 133        | 71.7073059082 | 1.2403563261
 134        | 72.3822631836 | 1.2973333597
 135        | 72.9592895508 | 0.5465373993
 136        | 73.0959320068 | 1.1595650911
 137        | 73.6406250000 | 0.1154879481
 138        | 73.9316635132 | 0.4974164963
 139        | 74.6241683960 | 1.8087719679
 140        | 75.3751373291 | 0.2561962605
 141        | 75.4345855713 | 0.9768661261
 142        | 75.6136550903 | 1.1682424545
 143        | 76.3958282471 | 0.5252808928
 144        | 76.9469451904 | 1.7809286118
 145        | 77.8755798340 | 1.7551187277
 146        | 77.9662857056 | 1.7152583599
 147        | 78.2274246216 | 1.2574497461
 148        | 78.5433425903 | 0.5009067655
 149        | 78.7922439575 | 1.9817465544
 150        | 79.6913604736 | 1.6518590450
 151        | 79.9555053711 | 0.0715195462
 152        | 80.3612136841 | 1.6176682711
 153        | 80.4547195435 | 1.3934974670
 154        | 80.5122604370 | 1.5720165968
 155        | 81.1133956909 | 1.6170190573
 156        | 82.0275039673 | 1.3211647272
 157        | 82.3244476318 | 0.1863552928
 158        | 82.5691528320 | 0.1582318246
 159        | 82.9249725342 | 1.5916385651
 160        | 83.8945541382 | 0.5688998699
 161        | 84.5679321289 | 0.1205695197
 162        | 84.7100143433 | 1.8690299988
 163        | 85.3990249634 | 0.9159892201
 164        | 85.5839920044 | 1.8758254051
 165        | 86.0328598022 | 0.1681767702
 166        | 86.7966995239 | 1.4260197878
 167        | 86.9165496826 | 0.3391086161
 168        | 87.4383926392 | 0.4267038107
 169        | 88.3046951294 | 1.1587727070
 170        | 89.3040542603 | 0.9348754883
 171        | 89.6919479370 | 1.8269332647
 172        | 89.8199691772 | 1.3696770668
 173        | 89.8266143799 | 0.7454474568
 174        | 90.5905685425 | 0.7249247432
 175        | 90.7591094971 | 1.4670693874
 176        | 91.4060211182 | 1.6838433743
 177        | 92.1998443604 | 1.5779829025
 178        | 92.9762802124 | 0.9656581879
 179        | 93.2232666016 | 1.9228099585
 180        | 93.6440048218 | 1.3917078972
 181        | 93.6894989014 | 0.3691681325
 182        | 94.0983657837 | 0.3306830823
 183        | 94.4525070190 | 1.8614157438
 184        | 94.8311996460 | 0.4408828020
 185        | 95.3412933350 | 0.7561073303
 186        | 96.0291748047 | 1.7959803343
 187        | 96.3206939697 | 1.6317985058
 188        | 96.9035263062 | 0.5963291526
 189        | 97.0921478271 | 0.6935663819
 190        | 97.7527770996 | 0.7143319249
 191        | 97.8330917358 | 0.6150785685
 192        | 98.0321807861 | 1.7482746840
 193        | 98.1287078857 | 1.9510484934
 194        | 98.4856719971 | 0.6870335937
 195        | 99.4225997925 | 1.5554165840
 196        | 99.4619674683 | 1.9648452997
 197        | 100.4242630005 | 0.8964692950
 198        | 100.5720291138 | 0.6328613758
 199        | 100.9509735107 | 1.0529153347
 200        | 101.4878463745 | 1.7780736685
 201        | 102.3923568726 | 0.4495024383
 202        | 103.1793823242 | 0.3920632303
 203        | 103.2200317383 | 0.7397115231
 204        | 103.7142257690 | 0.4585468471
 205        | 104.4308624268 | 0.3096463382
 206        | 105.0173034668 | 1.5939136744
 207        | 105.4796676636 | 1.5710539818
 208        | 106.1507644653 | 1.1177862883
 209        | 106.9118194580 | 0.0561212227
 210        | 107.8142318726 | 1.3959610462
 211        | 108.6200027466 | 1.8835614920
 212        | 109.3004074097 | 1.5361224413
 213        | 109.6904220581 | 1.6563348770
 214        | 109.7749176025 | 1.5379158258
 215        | 110.1295394897 | 1.2427279949
 216        | 110.7875366211 | 0.5182727575
 217        | 111.6336517334 | 0.8900434971
 218        | 112.0888214111 | 1.7735314369
 219        | 112.9037017822 | 1.8987283707
 220        | 113.0197372437 | 1.0630328655
 221        | 113.1239242554 | 1.4049569368
 222        | 113.4524002075 | 1.1330996752
 223        | 113.9404067993 | 1.9991348982
 224        | 114.0658493042 | 0.4981135428
 225        | 114.0934753418 | 0.0557058677
 226        | 115.0405120850 | 1.6667938232
 227        | 116.0101470947 | 1.2548810244
 228        | 116.6116027832 | 0.7192980051
 229        | 117.0672073364 | 1.3719000816
 230        | 117.1958160400 | 1.6204659939
 231        | 117.5031280518 | 1.5732033253
 232        | 117.5724945068 | 0.3068585098
 233        | 117.8041152954 | 1.0490747690
 234        | 117.8443069458 | 0.0930017829
 235        | 118.3182067871 | 0.3124681413
 236        | 118.8962249756 | 1.1561779976
 237        | 119.7549362183 | 1.8129811287
 238        | 119.8995742798 | 0.6934360862
 239        | 120.8056335449 | 0.5401635766
 240        | 121.4014053345 | 1.8673721552
 241        | 121.6993408203 | 1.0856243372
 242        | 122.4664230347 | 0.5351367593
 243        | 122.6366729736 | 0.7370821834
 244        | 123.2638931274 | 1.2517212629
 245        | 123.3183822632 | 1.5116486549
 246        | 123.7544784546 | 0.7236102819
 247        | 124.2969055176 | 1.0109260082
 248        | 124.8121414185 | 1.5480988026
 249        | 124.8421401978 | 1.1108586788
 250        | 125.6626892090 | 1.0078040361
 251        | 126.3743515015 | 0.7971352339
 252        | 126.4563446045 | 1.1407519579
 253        | 126.7614059448 | 0.4532596469
 254        | 127.6784973145 | 0.4222323895
 255        | 128.1752014160 | 1.0257377625
 256        | 128.3200073242 | 1.5892926455
 257        | 128.3756866455 | 1.8237704039
 258        | 128.4378967285 | 0.4518673420
 259        | 128.7183227539 | 1.3788642883
 260        | 129.5701141357 | 0.6698348522
 261        | 130.0153656006 | 0.5757757425
 262        | 130.7120819092 | 1.9753649235
 263        | 131.5054321289 | 0.4239139557
 264        | 132.2671661377 | 1.6467025280
 265        | 133.0345458984 | 1.1645642519
 266        | 133.3618011475 | 0.9580995440
 267        | 134.3426513672 | 0.8184885979
 268        | 134.3920745850 | 0.5718158484
 269        | 135.0279541016 | 1.9330395460
 270        | 135.5249786377 | 0.2651715279
 271        | 136.0043640137 | 1.2836526632
 272        | 136.9315948486 | 1.0701392889
 273        | 137.4853057861 | 1.9788936377
 274        | 138.2463073730 | 1.6682757139
 275        | 138.9251861572 | 1.2255952358
 276        | 139.0942382812 | 0.2482708246
 277        | 139.9949188232 | 1.7315557003
 278        | 140.1067352295 | 1.3880727291
 279        | 140.1844635010 | 1.7470993996
 280        | 140.7018585205 | 1.6902424097
 281        | 141.1576843262 | 1.6892818213
 282        | 141.4818572998 | 0.8733630776
 283        | 141.7357482910 | 0.7471933961
 284        | 142.4583435059 | 1.7795187235
 285        | 142.7984619141 | 0.4392271042
 286        | 142.8208007812 | 1.6390103102
 287        | 143.6822357178 | 1.8991545439
 288        | 144.0368041992 | 0.8303029537
 289        | 144.9758300781 | 0.2311562300
 290        | 145.2251129150 | 1.2358061075
 291        | 145.9534912109 | 0.8366892338
 292        | 146.6955261230 | 1.2581223249
 293        | 146.9796447754 | 1.7077126503
 294        | 147.3027496338 | 0.7237146497
 295        | 148.0301513672 | 1.6809703112
 296        | 148.2371368408 | 0.3664756119
 297        | 148.9222564697 | 1.0622988939
 298        | 149.5421752930 | 1.8780226707
 299        | 150.4469146729 | 0.6850175858
 300        | 151.2756805420 | 0.4897252321
 301        | 151.8377990723 | 1.7022317648
 302        | 151.9021606445 | 0.8471245170
 303        | 152.7028503418 | 0.8378850818
 304        | 153.5415649414 | 1.4794343710
 305        | 154.0760803223 | 0.1760060936
 306        | 154.4337005615 | 0.5257927179
 307        | 154.9400482178 | 0.1993174106
 308        | 155.8320007324 | 1.5809402466
 309        | 156.7855224609 | 0.4301101267
 310        | 156.9378509521 | 1.3618420362
 311        | 156.9933929443 | 0.7186118960
 312        | 157.8575592041 | 1.4813326597
 313        | 158.7480163574 | 0.9681563377
 314        | 159.4276885986 | 1.5904030800
 315        | 160.2542724609 | 1.0168967247
 316        | 160.2943420410 | 0.7774186730
 317        | 160.6539001465 | 0.2088638246
 318        | 161.4661712646 | 0.3205146194
 319        | 161.9895477295 | 1.3019706011
 320        | 162.8895263672 | 0.1157902479
 321        | 163.6285095215 | 0.5151895285
 322        | 163.9492950439 | 0.4906720221
 323        | 164.3065490723 | 0.4254980683
 324        | 164.3423614502 | 0.6215369701
 325        | 164.7701721191 | 0.3762672246
 326        | 165.7618560791 | 0.9666886330
 327        | 166.3092956543 | 1.7116966248
 328        | 166.5333099365 | 0.8757898808
 329        | 166.8732299805 | 1.8073765039
 330        | 167.1063232422 | 0.3330269754
 331        | 167.5184631348 | 0.5463212729
 332        | 168.0736846924 | 1.5434015989
 333        | 168.4512786865 | 0.7349888086
 334        | 169.3832397461 | 1.8019340038
 335        | 169.4017181396 | 1.6638652086
 336        | 170.3605804443 | 1.5149360895
 337        | 170.4501037598 | 0.5593072176
 338        | 170.4529113770 | 0.8935617208
 339        | 170.9453125000 | 0.0772204697
 340        | 171.7028656006 | 1.8404134512
 341        | 171.9296112061 | 1.4984776974
 342        | 172.3331604004 | 1.5483667850
 343        | 172.9382476807 | 1.2551233768
 344        | 173.1503295898 | 1.8900274038
 345        | 173.6815795898 | 0.8903496265
 346        | 173.7931060791 | 1.8867732286
 347        | 174.5114440918 | 1.3335000277
 348        | 175.2265319824 | 0.1918559670
 349        | 175.2607727051 | 1.2940911055
 350        | 176.2576751709 | 0.1054482609
 351        | 176.7366485596 | 1.9115141630
 352        | 177.5468444824 | 1.1370110512
 353        | 177.7822570801 | 1.6259925365
 354        | 177.7975463867 | 1.4556267262
 355        | 178.6491546631 | 1.5456714630
 356        | 179.2971801758 | 0.1567007005
 357        | 179.8192596436 | 0.1031423733
 358        | 180.6717987061 | 0.2543234527
 359        | 181.3509368896 | 0.1292241812
 360        | 181.4231109619 | 0.4207657278
 361        | 181.9328918457 | 0.3674051762
 362        | 182.0866546631 | 0.4562447071
 363        | 182.9371032715 | 1.7377136946
 364        | 183.2611541748 | 1.7693940401
 365        | 183.7770538330 | 0.6418906450
 366        | 184.7144775391 | 1.9897611141
 367        | 184.9911804199 | 1.4952266216
 368        | 185.5545654297 | 1.0242263079
 369        | 186.1151733398 | 1.1573449373
 370        | 186.3551025391 | 0.8244322538
 371        | 186.7066040039 | 1.7758932114
 372        | 187.1971740723 | 1.7471654415
 373        | 188.1366882324 | 0.6862004399
 374        | 188.1374359131 | 1.2373013496
 375        | 188.5451507568 | 0.1458397210
 376        | 189.3741912842 | 1.8349983692
 377        | 189.6308135986 | 1.9656059742
 378        | 189.7764282227 | 0.2141501009
 379        | 190.6280822754 | 0.9393437505
 380        | 191.6198577881 | 0.7351244688
 381        | 192.4104766846 | 1.8583863974
 382        | 192.7729187012 | 0.1346392483
 383        | 193.4497222900 | 1.8516577482
 384        | 194.0291595459 | 0.4748323262
 385        | 194.5336608887 | 1.6387184858
 386        | 195.1832885742 | 1.7120189667
 387        | 195.8905944824 | 0.2803975046
 388        | 196.6201934814 | 1.2936474085
 389        | 197.1034851074 | 1.4606733322
 390        | 197.3689575195 | 1.7820225954
 391        | 198.1722106934 | 0.1890159249
 392        | 198.9807281494 | 0.1197579131
 393        | 199.0580444336 | 1.9082640409
 394        | 199.2249908447 | 1.8579417467
 395        | 199.6487884521 | 0.3174521327
 396        | 199.9453277588 | 0.4288422763
 397        | 200.0332489014 | 1.3179517984
 398        | 200.3149871826 | 1.5294517279
 399        | 200.8997955322 | 1.7223470211
 400        | 200.9019317627 | 0.1786120534
 401        | 201.5824584961 | 1.3035485744
 402        | 202.5277709961 | 0.7756773233
 403        | 203.3197479248 | 1.3498153687
 404        | 203.3544158936 | 0.5505440235
 405        | 203.7596588135 | 0.6002735496
 406        | 203.9259490967 | 0.4170017242
 407        | 204.3205871582 | 1.9495875835
 408        | 204.5889739990 | 0.9439114332
 409        | 205.5178985596 | 0.8706676364
 410        | 205.9188232422 | 0.7054594755
 411        | 206.5128784180 | 1.3949192762
 412        | 207.0800323486 | 1.3639583588
 413        | 207.4364624023 | 1.6977832317
 414        | 207.8831634521 | 1.8824805021
 415        | 208.5932312012 | 0.8976940513
 416        | 208.6237792969 | 0.7811958790
 417        | 208.7243957520 | 1.9517235756
 418        | 209.5028381348 | 1.7851886749
 419        | 210.1536102295 | 1.6261979342
 420        | 210.3214721680 | 0.1120276675
 421        | 210.4347076416 | 0.6682993174
 422        | 210.6992187500 | 1.0157608986
 423        | 211.0081634521 | 1.0657889843
 424        | 211.9880065918 | 0.4757384658
 425        | 212.9562377930 | 0.7615254521
 426        | 213.5468292236 | 1.1245764494
 427        | 213.6250457764 | 0.3154996932
 428        | 213.8693084717 | 0.8693158031
 429        | 213.8759460449 | 1.3819447756
 430        | 214.2518463135 | 1.4334132671
 431        | 214.3916625977 | 0.8128888607
 432        | 214.4989624023 | 0.4808814526
 433        | 214.8812713623 | 1.7714823484
 434        | 215.0143127441 | 0.0661513805
 435        | 215.7131500244 | 0.6018028855
 436        | 215.8022460938 | 1.6241517067
 437        | 216.4373016357 | 0.7072084546
 438        | 216.7572631836 | 1.8879890442
 439        | 217.6437683105 | 0.5995850563
 440        | 217.8256378174 | 1.7094540596
 441        | 218.5061950684 | 1.5449253321
 442        | 218.9232177734 | 1.5175553560
 443        | 219.8534240723 | 1.3225653172
 444        | 220.0468597412 | 1.8737080097
 445        | 220.3991088867 | 1.1386674643
 446        | 221.0526733398 | 0.9841490388
 447        | 222.0284576416 | 1.5217303038
 448        | 222.7609710693 | 0.7161687016
 449        | 223.4075775146 | 1.7311006784
 450        | 223.7987365723 | 0.6908928156
 451        | 223.9651947021 | 0.9604991674
 452        | 224.1227111816 | 1.6030056477
 453        | 224.9565582275 | 0.9549572468
 454        | 225.7020568848 | 1.4407050610
 455        | 226.4793243408 | 1.8547220230
 456        | 227.0543975830 | 0.9156528711
 457        | 227.7542266846 | 1.9841896296
 458        | 227.9708251953 | 1.2600724697
 459        | 228.6242065430 | 0.8200793266
 460        | 229.1911010742 | 0.0112651382
 461        | 230.1704711914 | 0.4409017265
 462        | 230.6681823730 | 1.9103031158
 463        | 231.6495056152 | 0.4604446292
 464        | 231.9627380371 | 1.2558445930
 465        | 232.0585174561 | 1.4087918997
 466        | 233.0318908691 | 0.5244487524
 467        | 233.2165374756 | 0.2617820203
 468        | 233.2802581787 | 0.0369985886
 469        | 233.8886260986 | 1.6184489727
 470        | 234.6274719238 | 0.7712816596
 471        | 235.3640594482 | 0.6278626919
 472        | 236.2075195312 | 0.8728185892
 473        | 236.5135498047 | 0.1201426983
 474        | 236.5800018311 | 1.9188072681
 475        | 237.0501098633 | 1.2666716576
 476        | 238.0151519775 | 0.8989687562
 477        | 238.8689422607 | 0.9254866242
 478        | 239.2735748291 | 1.6702053547
 479        | 239.9665374756 | 1.4357435703
 480        | 240.4295654297 | 1.5774765015
 481        | 240.8518371582 | 0.8727874160
 482        | 240.9028015137 | 1.2138265371
 483        | 241.4700927734 | 0.2293796539
 484        | 242.0955047607 | 0.3513087332
 485        | 243.0194244385 | 0.7285286784
 486        | 243.5807189941 | 1.3209997416
 487        | 244.2589111328 | 0.8095248938
 488        | 244.3558197021 | 1.9684437513
 489        | 244.8206481934 | 0.3267094195
 490        | 245.7642669678 | 1.8698896170
 491        | 246.5609588623 | 1.8173235655
 492        | 246.9453887939 | 1.3009543419
 493        | 247.3167877197 | 1.5781301260
 494        | 247.8023681641 | 0.1287414134
 495        | 248.3093109131 | 1.8972097635
 496        | 249.1624145508 | 1.8584092855
 497        | 249.5474090576 | 1.8081432581
 498        | 250.0835266113 | 1.9045665264
 499        | 250.1022949219 | 0.3230609000
 500        | 250.2302398682 | 1.8853515387
 501        | 250.7560272217 | 1.3784656525
 502        | 251.3592071533 | 0.4079810083
 503        | 251.4532012939 | 1.4001696110
 504        | 251.6414184570 | 1.1176581383
 505        | 252.5048522949 | 0.2636758387
 506        | 252.9986267090 | 1.3202600479
 507        | 253.0391235352 | 1.7564060688
 508        | 253.3497314453 | 0.8238095641
 509        | 254.0169982910 | 1.5923742056
 510        | 254.4932708740 | 0.3484100103
 511        | 255.2380676270 | 0.6587688923
 512        | 255.3414764404 | 0.2595810890
 513        | 255.5749359131 | 1.2790551186
 514        | 255.6570129395 | 0.5044350028
 515        | 256.4580688477 | 0.4200229645
 516        | 256.6529541016 | 0.6537055969
 517        | 257.5521850586 | 1.5961377621
 518        | 258.0830383301 | 1.9864791632
 519        | 258.5812072754 | 1.4381114244
 520        | 259.1332702637 | 0.7231864929
 521        | 259.9841613770 | 0.0916849673
 522        | 260.0058898926 | 1.7827866077
 523        | 260.9299316406 | 0.6646610498
 524        | 261.2332153320 | 1.1826272011
 525        | 261.3617248535 | 1.5591472387
 526        | 262.1272583008 | 1.7466192245
 527        | 262.2362060547 | 1.7378565073
 528        | 262.2393188477 | 0.6848282218
 529        | 262.7477722168 | 0.1703479141
 530        | 263.3424072266 | 0.6190276742
 531        | 263.6376037598 | 1.5790497065
 532        | 264.2739562988 | 0.3888595104
 533        | 264.8615417480 | 0.3344199061
 534        | 265.0492248535 | 0.1714949608
 535        | 265.9354858398 | 1.4794759750
 536        | 266.3828125000 | 1.4743186235
 537        | 267.1683959961 | 0.9381280541
 538        | 267.7969360352 | 1.4192519188
 539        | 268.5983276367 | 1.8637014627
 540        | 268.8992614746 | 1.8598244190
 541        | 269.6106872559 | 0.1329164058
 542        | 270.4139099121 | 1.6407647133
 543        | 271.3493041992 | 1.6126438379
 544        | 271.5121154785 | 0.8876846433
 545        | 272.4036254883 | 1.5148561001
 546        | 273.1569824219 | 0.3733626306
 547        | 273.7039489746 | 0.7794455290
 548        | 274.0850524902 | 0.2690933049
 549        | 274.6419982910 | 1.1375608444
 550        | 274.8623046875 | 0.8863967657
 551        | 275.1708374023 | 1.3352698088
 552        | 275.3511962891 | 0.1881976873
 553        | 275.4878845215 | 1.6178206205
 554        | 276.2915954590 | 1.8761869669
 555        | 277.0323486328 | 0.2093288004
 556        | 277.9003601074 | 0.9043706059
 557        | 278.0714721680 | 1.3424549103
 558        | 278.3440246582 | 0.2130181789
 559        | 278.8215637207 | 0.8707281947
 560        | 279.3719177246 | 0.7380905151
 561        | 279.5646972656 | 0.6074150801
 562        | 280.1204223633 | 1.4794901609
 563        | 280.8138427734 | 1.8736752272
 564        | 281.6881408691 | 0.5007261038
 565        | 282.1937561035 | 0.1891717017
 566        | 282.8873291016 | 1.6282728910
 567        | 283.6495361328 | 1.7478382587
 568        | 284.5577697754 | 1.7978392839
 569        | 285.2406005859 | 1.4239201546
 570        | 286.0776062012 | 0.8471807837
 571        | 286.8942260742 | 1.4100375175
 572        | 287.7699890137 | 1.9754941463
 573        | 288.1462402344 | 0.2966867089
 574        | 288.2405090332 | 1.7075911760
 575        | 288.8242187500 | 1.2892150879
 576        | 289.0470581055 | 1.5529992580
 577        | 289.9953613281 | 1.5571347475
 578        | 290.5115966797 | 1.2834907770
 579        | 291.2269897461 | 0.7810727358
 580        | 292.1191101074 | 0.4420460761
 581        | 292.6042175293 | 1.1713397503
 582        | 292.6393737793 | 0.4946858883
 583        | 293.0989685059 | 1.8867894411
 584        | 293.2452392578 | 0.2848367691
 585        | 293.9006042480 | 1.9665514231
 586        | 294.4666137695 | 0.9439585805
 587        | 295.1549072266 | 0.8835689425
 588        | 295.6146240234 | 0.1290813088
 589        | 296.2047424316 | 1.1079651117
 590        | 297.1230773926 | 0.3476705551
 591        | 297.3216552734 | 0.2823540866
 592        | 298.2720031738 | 0.2938104272
 593        | 299.1917419434 | 0.9331591129
 594        | 299.9804077148 | 1.2702988386
 595        | 300.8375244141 | 1.3615181446
 596        | 301.6936950684 | 0.6844763756
 597        | 301.9601135254 | 1.7826638222
 598        | 302.5496826172 | 1.4520359039
 599        | 303.3843994141 | 1.4716874361
 600        | 304.2528381348 | 0.9801629782
 601        | 304.9719543457 | 0.8688901663
 602        | 305.9340209961 | 0.8148276806
 603        | 306.8102416992 | 0.8435742855
 604        | 307.2821960449 | 0.9327147007
 605        | 308.2579650879 | 0.7805814147
 606        | 308.8981628418 | 0.3487195969
 607        | 309.4296264648 | 1.1810550690
 608        | 309.7508850098 | 0.9024243355
 609        | 309.8079833984 | 0.2198312581
 610        | 309.8943481445 | 1.8284460306
 611        | 310.6850280762 | 1.8850681782
 612        | 310.9414978027 | 0.1142072976
 613        | 311.7753601074 | 1.6920846701
 614        | 312.5584716797 | 1.3371852636
 615        | 313.1403503418 | 1.3031158447
 616        | 313.2990112305 | 0.6020109057
 617        | 313.3850097656 | 0.2414698005
 618        | 314.0934143066 | 1.9244650602
 619        | 314.6359252930 | 0.3607475758
 620        | 315.0645141602 | 1.0365834236
 621        | 315.6351928711 | 0.1375650764
 622        | 316.3278503418 | 0.2042645216
 623        | 316.9871520996 | 0.0278330892
 624        | 317.5404968262 | 1.4328342676
 625        | 317.6643371582 | 1.2794120312
 626        | 318.2949829102 | 1.8290137053
 627        | 318.8772277832 | 1.7742028236
 628        | 319.8488464355 | 0.8322121501
 629        | 320.5820007324 | 1.5094641447
 630        | 320.6666870117 | 0.6300595999
 631        | 321.0729675293 | 0.4867457151
 632        | 321.6889953613 | 0.9845860004
 633        | 322.0531005859 | 0.6489090919
 634        | 322.5076293945 | 1.8132596016
 635        | 323.0124511719 | 1.7662308216
 636        | 323.4373779297 | 0.1509856880
 637        | 324.3892822266 | 0.2351461351
 638        | 324.5668945312 | 1.2224160433
 639        | 324.6983947754 | 1.4619390965
 640        | 325.0260314941 | 0.5106436014
 641        | 325.3966979980 | 1.9165307283
 642        | 325.5665283203 | 1.9058313370
 643        | 326.4118957520 | 0.2828783393
 644        | 326.7809143066 | 1.1570210457
 645        | 327.6770935059 | 0.9074409604
 646        | 328.5706481934 | 0.6049225330
 647        | 329.2677307129 | 1.0191512108
 648        | 330.0625000000 | 0.1224021763
 649        | 330.8965454102 | 0.4985595942
 650        | 331.8643798828 | 0.6777169704
 651        | 331.9967651367 | 0.7855048180
 652        | 332.4111022949 | 0.1685864031
 653        | 332.9214172363 | 1.1839529276
 654        | 333.6169128418 | 1.2836302519
 655        | 333.9398498535 | 0.0462528467
 656        | 334.8369750977 | 1.3872431517
 657        | 335.8183593750 | 0.1339311004
 658        | 336.4649047852 | 1.6535172462
 659        | 336.6733093262 | 0.0311178863
 660        | 337.0785827637 | 0.2091519684
 661        | 337.5478515625 | 0.5976189375
 662        | 337.9548950195 | 0.3327454925
 663        | 338.7632751465 | 0.4035830498
 664        | 338.9908447266 | 1.2848304510
